order_id,customer_id,order_date,amount,city
1004,C104,,900.0,Bangalore
1005,C105,2025-02-21,400.0,Delhi
1006,C106,,0.0,Mumbai
1007,C107,,750.0,Chennai
1008,C108,2025-02-22,1200.0,Kolkata
1009,C109,,680.0,Pune
1010,C110,,540.0,Hyderabad
1011,C111,2025-02-23,860.0,Ahmedabad
1012,C112,,0.0,Jaipur
1013,C113,,910.0,Surat
1014,C114,2025-02-24,430.0,Lucknow
1015,C115,,770.0,Bangalore
1016,C116,,620.0,Delhi
1017,C117,2025-02-25,0.0,Mumbai
1018,C118,,890.0,Chennai
1019,C119,,450.0,Kolkata
1020,C120,2025-02-26,980.0,Pune
1021,C121,,710.0,Hyderabad
1022,C122,,860.0,Ahmedabad
1023,C123,2025-02-27,0.0,Jaipur
1024,C124,,530.0,Surat
1025,C125,,610.0,Lucknow
1026,C126,2025-02-28,740.0,Bangalore
1027,C127,,880.0,Delhi
1028,C128,,920.0,Mumbai
1029,C129,,640.0,Chennai
1030,C130,,0.0,Kolkata
1031,C131,,710.0,Pune
1032,C132,,830.0,Hyderabad
1033,C133,,960.0,Ahmedabad
1034,C134,,450.0,Jaipur
1035,C135,,870.0,Surat
1036,C136,,690.0,Lucknow
1037,C137,,820.0,Bangalore
1038,C138,,0.0,Delhi
1039,C139,,560.0,Mumbai
1040,C140,,780.0,Chennai
1041,C141,,920.0,Kolkata
1042,C142,,610.0,Pune
1043,C143,,850.0,Hyderabad
1044,C144,,430.0,Ahmedabad
1045,C145,,770.0,Jaipur
1046,C146,,0.0,Surat
1047,C147,,540.0,Lucknow
1048,C148,,680.0,Bangalore
1049,C149,,890.0,Delhi
1050,C150,,910.0,Mumbai
1051,C151,,620.0,Chennai
1052,C152,,750.0,Kolkata
1053,C153,,840.0,Pune
1054,C154,,0.0,Hyderabad
1055,C155,,960.0,Ahmedabad
1056,C156,,530.0,Jaipur
1057,C157,,780.0,Surat
1058,C158,,870.0,Lucknow
1059,C159,,690.0,Bangalore
1060,C160,,0.0,Delhi
1061,C161,,820.0,Mumbai
1062,C162,,940.0,Chennai
1063,C163,,610.0,Kolkata
1064,C164,,750.0,Pune
1065,C165,2025-03-13,0.0,Hyderabad
1066,C166,,880.0,Ahmedabad
1067,C167,,970.0,Jaipur
1068,C168,2025-03-14,540.0,Surat
1069,C169,,760.0,Lucknow
1070,C170,,830.0,Bangalore
1071,C171,2025-03-15,910.0,Delhi
1072,C172,,620.0,Mumbai
1073,C173,,740.0,Chennai
1074,C174,2025-03-16,850.0,Kolkata
1075,C175,,0.0,Pune
1076,C176,,930.0,Hyderabad
1077,C177,2025-03-17,560.0,Ahmedabad
1078,C178,,780.0,Jaipur
1079,C179,,890.0,Surat
1080,C180,2025-03-18,640.0,Lucknow
1081,C181,,0.0,Bangalore
1082,C182,,720.0,Delhi
1083,C183,2025-03-19,860.0,Mumbai
1084,C184,,950.0,Chennai
1085,C185,,530.0,Kolkata
1086,C186,2025-03-20,740.0,Pune
1087,C187,,820.0,Hyderabad
1088,C188,,910.0,Ahmedabad
1089,C189,2025-03-21,670.0,Jaipur
1090,C190,,880.0,Surat
1091,C191,,760.0,Lucknow
1092,C192,2025-03-22,940.0,Bangalore
1093,C193,,0.0,Delhi
1094,C194,,830.0,Mumbai
1095,C195,2025-03-23,720.0,Chennai
1096,C196,,0.0,Kolkata
1097,C197,,650.0,Pune
1098,C198,2025-03-24,870.0,Hyderabad
1099,C199,,960.0,Ahmedabad
1100,C200,,880.0,Jaipur
1001,C101,,500.0,Delhi
1002,C102,2025-02-20,700.0,Mumbai
1003,C103,,0.0,Lucknow
1004,C104,,1200.0,Chennai
1005,C105,2025-02-21,850.0,Kolkata
1006,C106,,430.0,Pune
1007,C107,,990.0,Hyderabad
1008,C108,2025-02-22,1500.0,Ahmedabad
1009,C109,,0.0,Jaipur
1010,C110,,640.0,Surat
1011,C111,2025-02-23,720.0,Delhi
1012,C112,,810.0,Mumbai
1013,C113,,560.0,Lucknow
1014,C114,2025-02-24,910.0,Chennai
1015,C115,,400.0,Kolkata
1016,C116,,1100.0,Pune
1017,C117,2025-02-25,0.0,Hyderabad
1018,C118,,770.0,Ahmedabad
1019,C119,,300.0,Jaipur
1020,C120,2025-02-26,880.0,Surat
1021,C121,,450.0,Delhi
1022,C122,,620.0,Mumbai
1023,C123,2025-02-27,730.0,Lucknow
1024,C124,,0.0,Chennai
1025,C125,,940.0,Kolkata
1026,C126,2025-02-28,510.0,Pune
1027,C127,,660.0,Hyderabad
1028,C128,,720.0,Ahmedabad
1029,C129,,830.0,Jaipur
